subtaskID,datapointID,answer
1,0,149.33156963616875
1,1,42.676318315845435
1,2,199.02520075870848
1,3,0.0
1,4,252.18569049064726
1,5,54.44508830214241
1,6,333.96594444194983
1,7,232.7430136889252
1,8,244.7139093072276
1,9,218.1385427487607
1,10,188.45119807723023
1,11,4.338405638930908
1,12,186.44776727819368
1,13,200.24540924379897
1,14,34.74855761327416
1,15,220.55052277301834
1,16,157.21863383337592
1,17,166.55359601636505
1,18,210.686627671302
1,19,333.6091943437046
1,20,96.31017496107583
1,21,197.28335856152103
1,22,192.79453310753792
1,23,178.6989238650133
1,24,188.24581713183517
1,25,89.88678244581638
1,26,183.11299846273818
1,27,182.36712552257495
1,28,25.649754985903
1,29,48.67340203808956
1,30,161.60581150241143
1,31,109.59317264772292
1,32,158.0032650028146
1,33,183.60329751340367
1,34,75.33536053740593
1,35,176.59364479773004
1,36,60.058082761150814
1,37,194.11163335935686
1,38,83.04679204095996
1,39,183.22131566917926
1,40,43.747491733053266
1,41,182.62303592939406
1,42,180.39016192474475
1,43,241.28213899329495
1,44,218.3952862061781
1,45,54.03030885853866
1,46,188.65967942708693
1,47,262.2572882215339
1,48,91.77538131761847
1,49,263.0205719352432
1,50,153.23284761747487
1,51,199.7900457370974
1,52,203.04933823596872
1,53,41.42285251243396
1,54,223.86311043416367
1,55,208.53744670436362
1,56,195.3150471289868
1,57,201.01366401163125
1,58,88.0487904059047
1,59,142.58344577926357
1,60,21.309941838240405
1,61,199.18491901506138
1,62,48.283213564541256
1,63,168.60241668325688
1,64,194.44573899718742
1,65,208.968656059407
1,66,44.3304590891382
1,67,196.42937888219768
1,68,168.505798452707
1,69,168.0970624830167
1,70,84.60793286719564
1,71,383.26426447343
1,72,31.77321898979153
1,73,338.77686735693777
1,74,214.7936609468137
1,75,328.2969560028525
1,76,161.2702719375149
1,77,83.17001443285977
1,78,33.66442140218413
1,79,205.60310627666826
1,80,1.0874745162071235
1,81,130.67690854298334
1,82,183.44561335071336
1,83,211.8159578574839
1,84,31.023152678412288
1,85,195.96828491339687
1,86,119.55999411052326
1,87,202.79473955063224
1,88,198.032335387935
1,89,228.56227086023745
1,90,406.5165867752344
1,91,49.222530118760204
1,92,120.79355160105979
1,93,169.57205964433143
1,94,184.76686572098228
1,95,188.40909115287852
1,96,171.93202834320863
1,97,170.75282400714036
1,98,204.870994717705
1,99,18.75603934890782
1,100,181.29845260349884
1,101,9.437002485441013
1,102,178.55143799106736
1,103,138.21670866585583
1,104,203.057563088204
1,105,40.64265322898788
1,106,187.3122933645933
1,107,209.92554405307416
1,108,56.984685672513166
1,109,249.29030194528517
1,110,206.61601089141922
1,111,69.44831609466556
1,112,205.23643186238644
1,113,61.25993950154171
1,114,112.26338072076902
1,115,196.45268315799552
1,116,168.82111402619753
1,117,196.95153515990208
1,118,225.44060564751823
1,119,58.856835102919575
1,120,179.85772596720042
1,121,90.6139888360673
1,122,222.05586795185874
1,123,262.2816214652133
1,124,245.36670880934955
1,125,209.20269501248077
1,126,180.48387661214826
1,127,71.67603749754156
1,128,208.78801572663556
1,129,174.08927805458381
1,130,228.23992691381568
1,131,71.1076035926607
1,132,202.50831595081556
1,133,57.461397117617395
1,134,199.81638399329154
1,135,54.89870710894087
1,136,334.26885995613634
1,137,257.94358916702737
1,138,249.5461451291307
1,139,273.5557599845319
1,140,251.88369803671733
1,141,237.50214451332425
1,142,144.605752588729
1,143,185.07852890136502
1,144,213.48219180804807
1,145,175.2288021578892
1,146,16.4616952543968
1,147,179.9152126276021
1,148,1.4640980785424063
1,149,214.53232230443143
1,150,200.52514881697704
1,151,9.416036032499392
1,152,239.2514312182152
1,153,196.48578671750906
1,154,180.32722247383936
1,155,230.38146084373625
1,156,119.1742486406508
1,157,163.0392501517009
1,158,191.517537707966
1,159,189.8760164183127
1,160,160.84563288123297
1,161,197.37257266110913
1,162,218.18867626562806
1,163,209.98509425699555
1,164,222.7588494686197
1,165,183.0511507777826
1,166,219.93000709231882
1,167,35.243416200593686
1,168,241.68134459362454
1,169,195.1129483817906
1,170,148.6889590976698
1,171,187.20758287559914
1,172,186.02773828724526
1,173,62.50730922336581
1,174,206.7365718441158
1,175,76.17520002221127
1,176,229.84923499218917
1,177,86.74535315996235
1,178,250.76576706256813
1,179,71.39347422153509
1,180,237.70858974722103
1,181,236.34710913519902
1,182,38.9492198172471
1,183,240.27654030322682
1,184,190.53600004380039
1,185,193.66609790250766
1,186,200.28768128037558
1,187,239.19821661324892
1,188,56.02913679371778
1,189,275.5510460493968
1,190,68.04154548928045
1,191,295.5990879012673
1,192,211.9603239117622
1,193,68.0973850492087
1,194,208.26865191168702
1,195,185.58702393010532
1,196,49.47217592849003
1,197,231.36563731580236
1,198,80.04682787444483
1,199,159.89164538208468
1,200,41.56023100204155
1,201,215.93697693820616
1,202,55.16401625993046
1,203,355.4903495084735
1,204,70.4199848771944
1,205,201.57051579434284
1,206,249.9881634214012
1,207,236.0265961568345
1,208,0.0
1,209,37.416077326744244
1,210,301.7386976294943
1,211,75.32069449450438
1,212,189.47629487769564
1,213,68.3977285060933
1,214,202.08543054542974
1,215,246.5714722325257
1,216,77.17966891493825
1,217,347.1237731552605
1,218,52.713949987959666
1,219,210.12126991459513
1,220,146.98337654009634
1,221,186.44903221515025
1,222,196.46828596782893
1,223,245.7506259673545
1,224,135.01198607236893
1,225,193.7148635868132
1,226,132.44624510092635
1,227,8.417296095778312
1,228,163.97757052471994
1,229,237.0095924588984
1,230,171.4146959736612
1,231,148.3750822331054
1,232,91.70144048236779
1,233,207.55439364371338
1,234,196.6579312045158
1,235,71.93915187503706
1,236,246.12098338115422
1,237,217.79468582617204
1,238,189.59809789274928
1,239,164.90978854379378
1,240,2.2027648915643567
1,241,231.67523414892878
1,242,160.34864342369016
1,243,183.50517504185714
1,244,178.27740964941063
1,245,216.92449095741497
1,246,166.18944896232642
1,247,185.1397809588039
1,248,128.54894903822748
1,249,178.5021149011871
1,250,0.0
1,251,175.39829611057863
1,252,19.83449985611435
1,253,205.90751761590332
1,254,9.363590199402694
1,255,8.188439634477277
1,256,188.0044183719346
1,257,299.3326952419573
1,258,139.91031150697248
1,259,170.6348455269362
1,260,153.84051076013472
1,261,204.77446796687792
1,262,3.9058214939524305
1,263,181.51912503015242
1,264,46.687858798598256
1,265,276.34552512068143
1,266,197.1573721656315
1,267,206.72858786550358
1,268,113.16724096182293
1,269,178.50696543686732
1,270,165.78053299580063
1,271,221.449841425129
